Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg GAP,Normalized Power® (NP®),Training Stress Score®,Avg Power,Max Power,Total Strokes,Steps,Min Temp,Decompression,Best Lap Time,Number of Laps,Max Temp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Resort Skiing/Snowboarding,2023-04-08 10:50:08,false,"Stratton Resort Skiing/Snowboarding","29.75","1,526","04:29:25","104","139","1.1","--","--","6.6","41.9","--","16,772","--","--","--","--","5:21","--","0.0","--","--","--","--","--","No","00:07:05.2","15","--","03:26:10","04:29:37","2,079","4,003"
Running,2023-04-07 09:05:19,false,"Chicago Running","3.96","511","00:30:19","173","185","3.7","159","167","7:39","6:32","52","49","1.32","--","--","--","7:39","414","0.0","409","538","--","4,830","--","No","00:07:16.0","4","--","00:30:07","00:30:19","572","598"
Running,2023-04-06 09:04:50,false,"Chicago Running","5.70","725","00:44:33","168","178","3.7","159","167","7:49","6:39","82","82","1.30","--","--","--","7:50","405","0.0","400","566","--","7,060","--","No","00:05:30.0","6","--","00:44:19","00:44:33","574","596"
Running,2023-04-03 08:59:20,false,"Chicago Running","5.74","732","00:44:58","168","177","3.7","157","165","7:50","5:59","75","66","1.31","--","--","--","7:49","400","0.0","394","559","--","7,080","--","No","00:05:43.1","6","--","00:44:39","00:44:58","573","604"
Running,2023-04-01 09:56:53,false,"Chicago Running","12.97","1,633","01:45:02","166","177","4.6","159","170","8:06","4:42","141","171","1.25","--","--","--","8:07","382","0.0","380","718","--","16,620","--","No","00:07:39.1","13","--","01:44:55","01:48:10","499","547"
Running,2023-03-30 09:08:41,false,"Chicago Running","5.66","723","00:44:49","165","176","3.7","158","165","7:55","5:43","72","72","1.28","--","--","--","7:53","394","0.0","390","581","--","7,086","--","No","00:05:01.3","6","--","00:44:45","00:44:49","536","563"
Running,2023-03-28 09:01:53,false,"Chicago Running","5.72","731","00:44:33","169","186","3.8","158","163","7:47","6:24","69","72","1.31","--","--","--","7:44","400","0.0","397","535","--","7,046","--","No","00:05:32.2","6","--","00:44:29","00:44:33","527","552"
Running,2023-03-26 09:18:54,false,"Chicago Running","10.93","1,427","01:29:08","172","180","4.4","158","163","8:09","6:24","108","92","1.25","--","--","--","8:09","380","0.0","379","523","--","14,046","--","No","00:07:30.2","11","--","01:29:05","01:29:08","564","594"
Running,2023-03-26 09:01:34,false,"Chicago Running","1.94","242","00:15:03","162","175","2.9","159","163","7:45","6:23","16","20","1.31","--","--","--","7:47","399","0.0","392","519","--","2,382","--","No","00:00:01.0","4","--","00:14:48","00:17:06","568","596"
Running,2023-03-24 08:22:06,false,"Chicago Running","5.71","738","00:45:05","170","180","3.8","156","163","7:54","6:19","75","75","1.29","--","--","--","7:54","403","0.0","397","569","--","7,118","--","No","00:05:31.5","6","--","00:44:46","00:45:05","566","597"
Running,2023-03-22 08:37:42,false,"Chicago Running","3.97","520","00:30:56","171","184","3.6","157","169","7:48","6:09","66","62","1.32","--","--","--","7:46","406","0.0","398","539","--","4,838","--","No","00:07:24.6","4","--","00:30:30","00:30:56","578","606"
Running,2023-03-19 08:05:25,false,"Rome Running","26.56","3,353","03:58:38","161","177","5.0","156","164","8:59","6:45","400","377","1.15","--","--","--","8:59","345","0.0","343","491","--","36,940","--","No","00:04:49.0","27","--","03:58:33","03:58:38","35","121"
Running,2023-03-17 08:52:40,false,"Rome Running","2.69","383","00:23:01","166","185","3.2","144","171","8:33","6:10","108","144","1.31","--","--","--","8:27","397","0.0","366","579","--","3,460","--","No","00:06:29.5","3","--","00:22:02","00:23:01","34","113"
Running,2023-03-15 10:33:57,false,"New York Running","6.18","786","00:46:34","172","188","4.3","161","167","7:32","6:44","312","335","1.33","--","--","--","7:30","432","0.0","424","606","--","7,462","--","No","00:01:12.5","7","--","00:46:33","00:46:34","7","104"
Running,2023-03-13 10:04:31,false,"New York Running","12.01","1,535","01:39:48","162","173","4.4","156","162","8:19","5:03","157","171","1.24","--","--","--","8:18","379","0.0","376","600","--","15,494","--","No","00:00:03.2","13","--","01:39:44","01:39:48","-1","93"
Resort Skiing/Snowboarding,2023-03-12 10:06:03,false,"Stratton Resort Skiing/Snowboarding","24.97","1,179","03:33:36","101","141","1.0","--","--","7.0","41.3","--","13,337","--","--","--","--","5:02","--","0.0","--","--","--","--","--","No","00:07:20.0","14","--","02:52:37","03:33:48","1,999","3,850"
Resort Skiing/Snowboarding,2023-03-11 10:27:47,false,"Stratton Resort Skiing/Snowboarding","27.99","2,184","05:17:42","114","152","2.5","--","--","5.3","33.1","--","14,190","--","--","--","--","7:11","--","0.0","--","--","--","--","--","No","00:05:57.2","17","--","04:11:25","05:17:57","1,947","3,884"
Running,2023-03-11 08:45:08,false,"Stratton Running","4.13","563","00:34:56","167","180","3.5","157","163","8:28","6:07","463","463","1.21","--","--","--","8:17","405","0.0","387","583","--","5,474","--","No","00:01:07.0","5","--","00:34:54","00:34:56","2,023","2,125"
Running,2023-03-09 09:01:29,false,"Chicago Running","3.97","508","00:30:21","171","184","3.6","158","167","7:39","5:46","56","56","1.33","--","--","--","7:41","421","0.0","413","647","--","4,794","--","No","00:07:28.7","4","--","00:30:03","00:30:21","568","594"
Running,2023-03-06 09:08:43,false,"Chicago Running","5.75","748","00:44:17","172","187","4.1","159","176","7:42","5:15","108","105","1.32","--","--","--","7:42","414","0.0","409","588","--","7,010","--","No","00:05:33.8","6","--","00:44:05","00:44:17","535","612"
Running,2023-03-04 10:29:54,false,"Chicago Running","13.20","1,689","01:45:42","169","183","4.8","158","165","8:00","6:13","121","118","1.27","--","--","--","8:00","388","0.0","386","547","--","16,666","--","No","00:01:30.0","14","--","01:45:38","01:45:42","569","602"
Running,2023-03-02 08:15:47,false,"Chicago Running","3.99","518","00:30:48","171","184","3.6","159","167","7:44","6:33","59","56","1.31","--","--","--","7:46","412","0.0","406","543","--","4,904","--","No","00:07:22.2","4","--","00:30:27","00:30:48","573","598"
Running,2023-02-28 08:17:21,false,"Chicago Running","4.00","525","00:31:21","171","185","3.5","155","163","7:51","3:55","36","43","1.33","--","--","--","7:52","405","0.0","394","852","--","4,844","--","No","00:07:26.3","4","--","00:30:28","00:31:21","572","596"
Running,2023-02-25 10:01:03,false,"Chicago Running","18.42","2,371","02:31:35","168","180","5.0","158","165","8:14","6:42","197","194","1.24","--","--","--","8:14","380","0.0","377","512","--","23,866","--","No","00:03:30.0","19","--","02:31:14","02:31:35","571","604"
Running,2023-02-23 08:15:14,false,"Chicago Running","3.96","516","00:30:43","171","182","3.5","158","165","7:45","5:52","66","79","1.32","--","--","--","7:47","417","0.0","408","543","--","4,854","--","No","00:07:32.5","4","--","00:30:20","00:30:43","564","597"
Running,2023-02-20 08:14:40,false,"Chicago Running","4.06","516","00:30:27","171","185","3.5","160","171","7:30","4:11","52","49","1.34","--","--","--","7:31","412","0.0","409","581","--","4,872","--","No","00:00:26.1","5","--","00:30:23","00:30:27","570","599"
Running,2023-02-18 09:58:56,false,"Chicago Running","13.17","1,699","01:45:07","170","179","4.9","160","165","7:59","6:06","154","148","1.26","--","--","--","7:59","395","0.0","392","530","--","16,738","--","No","00:01:19.1","14","--","01:44:51","01:45:07","581","612"
Running,2023-02-15 08:17:34,false,"Chicago Running","3.97","514","00:30:06","171","182","3.6","160","169","7:35","5:05","177","184","1.32","--","--","--","7:33","432","0.0","426","628","--","4,816","--","No","00:07:15.8","4","--","00:30:05","00:30:06","566","601"
Running,2023-02-13 08:13:50,false,"Chicago Running","4.01","513","00:30:20","171","182","3.6","160","166","7:33","5:12","56","56","1.33","--","--","--","7:36","427","0.0","419","605","--","4,852","--","No","00:00:06.6","5","--","00:30:06","00:30:20","572","598"
Running,2023-02-11 09:36:15,false,"Chicago Running","18.43","2,314","02:37:15","162","177","4.9","157","165","8:32","6:22","194","194","1.20","--","--","--","8:32","368","0.0","366","520","--","24,696","--","No","00:03:37.3","19","--","02:37:10","02:37:15","567","605"
Running,2023-02-08 08:10:42,false,"Chicago Running","3.97","506","00:30:20","167","182","3.5","161","167","7:38","5:30","36","43","1.31","--","--","--","7:32","410","0.0","405","582","--","4,854","--","No","00:07:21.0","4","--","00:30:11","00:30:20","531","554"
Running,2023-02-06 08:13:12,false,"Chicago Running","4.00","521","00:30:11","174","189","3.7","158","172","7:32","5:38","49","52","1.35","--","--","--","7:29","418","0.0","410","573","--","4,766","--","No","00:00:01.7","5","--","00:29:45","00:30:11","532","559"
Running,2023-02-04 10:11:13,false,"Chicago Running","8.70","1,116","01:09:03","166","180","4.2","160","165","7:56","5:54","148","144","1.26","--","--","--","7:53","394","0.0","391","565","--","11,044","--","No","00:05:30.5","9","--","01:08:57","01:09:03","537","573"
Running,2023-02-03 08:09:51,false,"Chicago Running","4.03","510","00:30:30","169","181","3.5","162","169","7:34","5:23","46","49","1.31","--","--","--","7:37","418","0.0","411","578","--","4,942","--","No","00:00:13.1","5","--","00:30:11","00:30:30","572","598"
Running,2023-02-02 08:11:47,false,"Chicago Running","3.98","521","00:31:08","170","182","3.5","159","209","7:49","5:56","56","62","1.29","--","--","--","7:46","402","0.0","395","542","--","4,966","--","No","00:07:33.1","4","--","00:30:45","00:31:08","537","562"
Running,2023-02-01 08:14:24,false,"Chicago Running","3.98","515","00:31:15","168","184","3.4","157","220","7:51","5:33","56","62","1.31","--","--","--","7:46","400","0.0","392","537","--","4,918","--","No","00:07:42.5","4","--","00:30:50","00:31:15","532","561"
Running,2023-01-30 08:14:43,false,"Chicago Running","4.11","536","00:32:26","170","182","3.4","158","168","7:53","5:19","62","59","1.29","--","--","--","7:56","393","0.0","387","610","--","5,128","--","No","00:00:55.8","5","--","00:32:18","00:32:26","581","612"
Running,2023-01-28 09:39:45,false,"Chicago Running","19.02","2,399","02:48:41","160","176","4.7","157","167","8:52","6:36","154","135","1.15","--","--","--","8:52","349","0.0","348","502","--","26,494","--","No","00:00:11.1","20","--","02:48:29","02:48:41","535","579"
Running,2023-01-27 08:15:27,false,"Chicago Running","3.97","523","00:31:47","168","179","3.4","159","165","8:00","6:36","62","46","1.26","--","--","--","7:57","393","0.0","389","530","--","5,064","--","No","00:07:48.2","4","--","00:31:44","00:31:47","580","610"
Running,2023-01-24 08:13:48,false,"Chicago Running","3.99","537","00:32:23","169","183","3.5","158","165","8:07","6:55","52","49","1.26","--","--","--","8:07","386","0.0","379","498","--","5,118","--","No","00:07:55.4","4","--","00:31:45","00:32:23","571","601"
Running,2023-01-23 08:14:06,false,"Chicago Running","3.96","548","00:34:04","167","177","3.4","156","163","8:37","7:12","49","52","1.20","--","--","--","8:36","367","0.0","364","480","--","5,282","--","No","00:08:25.5","4","--","00:34:03","00:34:04","577","606"
Running,2023-01-21 09:36:50,false,"Chicago Running","13.20","1,644","01:52:54","159","177","4.2","160","165","8:33","6:15","148","138","1.18","--","--","--","8:34","363","0.0","361","522","--","18,002","--","No","00:01:40.7","14","--","01:52:51","01:52:54","570","603"
Running,2023-01-20 08:14:21,false,"Chicago Running","4.00","520","00:32:07","166","177","3.4","160","167","8:02","4:42","39","43","1.25","--","--","--","8:04","395","0.0","391","729","--","5,154","--","No","00:07:30.9","4","--","00:32:05","00:32:07","566","596"
Running,2023-01-19 08:13:43,false,"Chicago Running","4.05","533","00:32:09","166","181","3.6","159","165","7:57","6:30","52","59","1.28","--","--","--","7:55","396","0.0","393","532","--","5,104","--","No","00:00:20.8","5","--","00:31:59","00:32:09","566","591"
Running,2023-01-17 08:13:22,false,"Chicago Running","3.99","515","00:31:40","165","179","3.5","156","163","7:56","2:59","66","79","1.30","--","--","--","7:57","408","0.0","401","1,224","--","4,944","--","No","00:07:48.2","4","--","00:31:19","00:31:40","566","593"
Running,2023-01-14 09:31:44,false,"Chicago Running","18.46","2,338","02:43:08","162","179","5.0","158","165","8:50","6:34","180","177","1.16","--","--","--","8:53","352","0.0","349","511","--","25,638","--","No","00:04:08.9","19","--","02:42:45","02:43:08","575","610"
Running,2023-01-13 08:12:58,false,"Chicago Running","4.08","534","00:32:02","167","180","3.7","157","165","7:50","5:40","79","85","1.30","--","--","--","7:51","399","0.0","393","580","--","5,038","--","No","00:00:38.5","5","--","00:31:49","00:32:02","571","601"
Running,2023-01-11 08:13:48,false,"Chicago Running","4.08","537","00:32:03","169","179","3.7","157","167","7:51","3:11","46","46","1.31","--","--","--","7:50","398","0.0","395","837","--","5,032","--","No","00:00:38.5","5","--","00:31:54","00:32:03","566","596"
Running,2023-01-10 08:13:36,false,"Chicago Running","4.04","531","00:31:30","171","185","3.8","156","184","7:48","6:13","49","46","1.33","--","--","--","7:48","404","0.0","396","518","--","4,914","--","No","00:00:18.3","5","--","00:30:56","00:31:30","570","598"
Running,2023-01-09 07:57:22,false,"Chicago Running","4.99","647","00:39:20","170","183","3.9","159","165","7:53","6:13","39","46","1.29","--","--","--","7:54","399","0.0","394","545","--","6,262","--","No","00:07:45.2","5","--","00:39:06","00:39:20","568","594"
Running,2023-01-07 09:23:51,false,"Chicago Running","12.74","1,640","01:46:24","166","181","4.8","156","163","8:21","6:03","151","154","1.23","--","--","--","8:23","372","0.0","368","518","--","16,572","--","No","00:06:09.7","13","--","01:45:39","01:46:24","558","596"
Running,2023-01-05 08:09:46,false,"Chicago Running","3.97","527","00:31:09","172","187","3.8","160","170","7:51","6:43","43","43","1.28","--","--","--","7:50","407","0.0","403","534","--","4,978","--","No","00:07:37.1","4","--","00:30:55","00:31:09","569","598"
Running,2023-01-04 08:13:12,false,"Chicago Running","4.05","548","00:32:21","173","184","3.9","158","165","7:59","6:19","43","46","1.27","--","--","--","7:55","400","0.0","396","531","--","5,108","--","No","00:00:25.5","5","--","00:32:09","00:32:21","562","593"
Resort Skiing/Snowboarding,2022-12-31 11:40:05,false,"Stratton Resort Skiing/Snowboarding","15.38","1,042","02:48:54","103","134","1.2","--","--","5.5","39.6","--","7,667","--","--","--","--","7:37","--","0.0","--","--","--","--","--","No","00:00:01.9","12","--","02:07:03","02:49:03","2,060","3,741"
Resort Skiing/Snowboarding,2022-12-30 13:44:48,false,"Stratton Resort Skiing/Snowboarding","18.56","756","02:19:40","97","141","0.9","--","--","8.0","37.8","--","10,584","--","--","--","--","4:39","--","0.0","--","--","--","--","--","No","00:07:27.1","9","--","01:47:38","02:19:48","2,003","3,826"
Resort Skiing/Snowboarding,2022-12-29 11:35:01,false,"Stratton Resort Skiing/Snowboarding","26.29","827","02:16:27","106","146","1.5","--","--","11.6","40.2","--","14,337","--","--","--","--","3:00","--","0.0","--","--","--","--","--","No","00:05:43.6","13","--","02:05:28","02:16:38","1,927","3,749"
Running,2022-12-28 16:15:39,false,"Stratton Running","0.79","103","00:06:29.7","155","176","2.1","158","167","8:14","6:25","108","89","1.24","--","--","--","7:26","417","0.0","384","589","--","1,020","--","No","00:06:29.7","1","--","00:06:29.7","00:06:29.7","1,969","2,081"
Resort Skiing/Snowboarding,2022-12-27 10:49:44,false,"Warren Resort Skiing/Snowboarding","27.93","1,176","04:05:54","93","125","0.4","--","--","6.8","37.4","--","15,945","--","--","--","--","5:53","--","0.0","--","--","--","--","--","No","00:10:58","13","--","03:09:19","04:36:44","1,519","3,883"
Resort Skiing/Snowboarding,2022-12-26 11:23:04,false,"Stratton Resort Skiing/Snowboarding","19.80","638","02:19:11","90","128","0.6","--","--","8.5","38.5","--","11,247","--","--","--","--","4:10","--","0.0","--","--","--","--","--","No","00:04:45","10","--","02:05:20","02:45:21","2,007","3,884"
Resort Skiing/Snowboarding,2022-12-25 12:12:56,false,"Stratton Resort Skiing/Snowboarding","15.13","502","01:56:09","89","130","0.3","--","--","7.8","39.8","--","8,904","--","--","--","--","4:29","--","0.0","--","--","--","--","--","No","00:00:00.0","9","--","01:32:09","02:26:28","2,040","3,885"
Running,2022-12-22 14:54:10,false,"Stratton Running","2.54","328","00:20:17","164","184","3.1","158","170","7:58","7:05","279","289","1.28","--","--","--","7:49","426","0.0","405","637","--","3,200","--","No","00:04:20.5","3","--","00:20:15","00:20:17","2,018","2,125"
Resort Skiing/Snowboarding,2022-12-22 12:47:27,false,"Stratton Resort Skiing/Snowboarding","9.57","523","01:59:38","89","120","0.4","--","--","4.8","35.4","--","5,016","--","--","--","--","9:03","--","0.0","--","--","--","--","--","No","00:05:56.2","5","--","01:17:53","01:59:42","2,094","3,848"
Running,2022-12-21 11:20:16,false,"Stratton Running","3.11","415","00:25:32","163","181","3.2","158","164","8:12","7:04","351","348","1.25","--","--","--","7:57","420","0.0","400","559","--","4,020","--","No","00:00:59.7","4","--","00:25:31","00:25:32","1,958","2,122"
Running,2022-12-20 14:12:48,false,"Stratton Running","1.61","213","00:13:24","159","177","2.6","157","166","8:19","7:28","180","194","1.23","--","--","--","8:08","422","0.0","396","590","--","2,114","--","No","00:05:05.5","2","--","00:13:23","00:13:24","2,016","2,121"
Resort Skiing/Snowboarding,2022-12-20 11:58:47,false,"Stratton Resort Skiing/Snowboarding","16.61","554","01:42:24","97","133","0.5","--","--","9.7","31.7","--","9,534","--","--","--","--","3:36","--","0.0","--","--","--","--","--","No","00:06:28.2","8","--","01:36:39","01:42:31","1,944","3,854"
Running,2022-12-15 16:14:34,false,"Wellesley Running","3.39","439","00:25:52","167","179","3.5","159","165","7:38","6:38","102","95","1.33","--","--","--","7:35","416","0.0","412","501","--","4,096","--","No","00:02:54.3","4","--","00:25:50","00:25:52","116","190"
Running,2022-12-14 09:22:27,false,"New York Running","6.20","806","00:48:48","167","181","4.0","161","167","7:52","2:43","295","292","1.27","--","--","--","7:48","413","0.0","406","667","--","7,874","--","No","00:01:30.8","7","--","00:48:46","00:48:48","32","138"
Running,2022-12-13 10:49:32,false,"New York Running","6.22","804","00:58:53","147","161","3.1","155","161","9:28","7:39","318","299","1.10","--","--","--","9:25","342","0.0","337","464","--","9,048","--","No","00:02:00.5","7","--","00:58:51","00:58:53","41","146"
Running,2022-12-12 09:29:34,false,"New York Running","6.20","811","00:49:35","168","181","4.1","160","165","8:00","6:57","285","308","1.26","--","--","--","7:57","401","0.0","394","506","--","7,910","--","No","00:01:30.1","7","--","00:49:33","00:49:35","9","109"
Running,2022-12-10 08:50:46,false,"New York Running","16.67","2,157","02:25:11","163","182","5.0","156","165","8:43","4:58","502","545","1.19","--","--","--","8:40","375","0.0","369","652","--","22,602","--","No","00:05:53.3","17","--","02:25:02","02:25:11","-51","369"
Running,2022-12-07 09:09:55,false,"Chicago Running","4.00","527","00:31:18","172","187","3.8","159","165","7:49","5:43","43","36","1.30","--","--","--","7:47","403","0.0","399","537","--","4,946","--","No","00:00:01.8","5","--","00:31:16","00:31:18","570","600"
Running,2022-12-05 09:04:32,false,"Chicago Running","9.87","1,316","01:21:04","173","181","4.7","158","165","8:13","6:21","131","118","1.24","--","--","--","--","--","0.0","--","--","--","12,770","--","No","00:07:09.9","10","--","01:21:02","01:21:04","569","604"
Running,2022-12-03 09:10:06,false,"Chicago Running","9.79","1,271","01:19:01","170","186","4.4","159","167","8:04","6:44","164","167","1.25","--","--","--","--","--","0.0","--","--","--","12,564","--","No","00:06:30.1","10","--","01:18:45","01:19:01","559","596"
Running,2022-12-02 07:13:10,false,"Chicago Running","4.06","524","00:31:40","169","179","3.5","160","167","7:48","5:13","66","75","1.29","--","--","--","--","--","0.0","--","--","--","5,046","--","No","00:00:28.1","5","--","00:31:38","00:31:40","571","598"
Running,2022-11-29 08:08:38,false,"Chicago Running","4.16","568","00:33:05","173","184","4.0","158","169","7:57","6:19","75","79","1.28","--","--","--","--","--","0.0","--","--","--","5,244","--","No","00:01:19.1","5","--","00:32:49","00:33:05","576","606"
Running,2022-11-17 07:58:29,false,"Chicago Running","3.97","523","00:30:38","171","185","3.5","161","165","7:43","6:00","59","59","1.29","--","--","--","--","--","0.0","--","--","--","4,916","--","No","00:07:28.6","4","--","00:30:37","00:30:38","571","597"
Running,2022-11-13 09:11:24,false,"Chicago Running","4.00","509","00:30:26","169","179","3.4","163","169","7:36","5:55","49","52","1.30","--","--","--","--","--","0.0","--","--","--","4,960","--","No","00:07:30.7","4","--","00:30:14","00:30:26","571","595"
Running,2022-11-12 09:02:50,false,"Chicago Running","6.47","845","00:53:00","167","179","3.6","161","168","8:12","6:42","85","92","1.22","--","--","--","--","--","0.0","--","--","--","8,488","--","No","00:03:52.2","7","--","00:52:49","00:53:00","563","594"
Running,2022-11-10 08:15:32,false,"Chicago Running","1.82","225","00:13:46","160","171","2.5","161","167","7:33","5:47","39","10","1.32","--","--","--","--","--","0.0","--","--","--","2,216","--","No","00:06:20.3","2","--","00:13:36","00:13:46","579","594"
Running,2022-11-06 09:47:40,false,"New York Running","26.40","4,003","04:42:11","167","189","5.0","140","171","10:41","6:28","906","879","1.06","--","--","--","--","--","0.0","--","--","--","40,498","--","No","00:04:06.5","27","--","04:38:20","05:05:43","-27","210"
Indoor Rowing,2022-11-05 07:45:18,false,"Indoor Rowing","--","121","00:10:19","128","164","1.3","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","217","--","--","No","00:10:19","1","--","00:00:00","00:10:19","--","--"
Running,2022-11-04 07:09:33,false,"Chicago Running","4.01","514","00:30:37","167","179","3.4","161","167","7:39","6:58","95","56","1.30","--","--","--","--","--","0.0","--","--","--","4,920","--","No","00:00:01.9","5","--","00:30:27","00:30:37","567","600"
Running,2022-11-01 08:10:02,false,"Chicago Running","4.05","529","00:30:32","171","185","3.6","161","169","7:32","6:13","43","46","1.33","--","--","--","--","--","0.0","--","--","--","4,932","--","No","00:00:23.9","5","--","00:30:31","00:30:32","564","591"
Running,2022-10-31 07:13:20,false,"Chicago Running","4.00","517","00:30:53","168","181","3.4","159","169","7:43","6:03","46","52","1.31","--","--","--","--","--","0.0","--","--","--","4,924","--","No","00:00:01.1","5","--","00:30:36","00:30:53","568","593"
Running,2022-10-29 08:54:48,false,"Chicago Running","13.10","1,691","01:47:54","165","175","4.2","160","167","8:14","5:44","131","131","1.22","--","--","--","--","--","0.0","--","--","--","17,212","--","No","00:00:47.6","14","--","01:47:35","01:47:54","568","593"
Running,2022-10-27 08:11:35,false,"Chicago Running","4.05","534","00:31:59","164","175","3.3","162","167","7:54","7:04","46","49","1.25","--","--","--","--","--","0.0","--","--","--","5,176","--","No","00:00:24.2","5","--","00:31:46","00:31:59","561","589"
Running,2022-10-26 07:12:19,false,"Chicago Running","4.00","505","00:30:03","165","182","3.3","164","173","7:31","5:30","75","72","1.31","--","--","--","--","--","0.0","--","--","--","4,900","--","No","00:07:23.0","4","--","00:29:53","00:30:03","567","598"
Running,2022-10-24 07:11:22,false,"Chicago Running","3.97","523","00:30:54","170","180","3.4","161","167","7:47","7:10","102","59","1.29","--","--","--","--","--","0.0","--","--","--","4,956","--","No","00:07:24.8","4","--","00:30:45","00:30:54","583","608"
Running,2022-10-22 08:41:33,false,"Chicago Running","18.55","2,443","02:37:21","167","180","4.9","159","167","8:29","6:55","194","200","1.19","--","--","--","--","--","0.0","--","--","--","24,964","--","No","00:04:48.4","19","--","02:37:01","02:37:21","562","593"
Running,2022-10-20 08:05:57,false,"Chicago Running","4.01","521","00:31:49","164","181","3.2","160","165","7:56","5:03","52","56","1.27","--","--","--","--","--","0.0","--","--","--","5,096","--","No","00:00:09.2","5","--","00:31:35","00:31:59","573","600"
Running,2022-10-17 07:11:21,false,"Chicago Running","4.00","511","00:32:08","158","172","3.1","161","167","8:02","6:23","105","62","1.25","--","--","--","--","--","0.0","--","--","--","5,170","--","No","00:07:58.2","4","--","00:31:54","00:32:08","575","601"
Running,2022-10-15 07:44:14,false,"Chicago Running","16.88","2,483","02:30:23","163","174","5.0","160","176","8:54","5:58","151","174","1.13","--","--","--","--","--","0.0","--","--","--","23,984","--","No","00:07:57.7","17","--","02:30:19","02:30:23","543","591"
Running,2022-10-13 08:02:32,false,"Chicago Running","4.01","549","00:30:47","166","182","3.7","161","191","7:41","6:02","49","56","1.30","--","--","--","--","--","0.0","--","--","--","4,968","--","No","00:00:02.4","5","--","00:30:35","00:30:47","566","593"
Running,2022-10-11 08:02:59,false,"Chicago Running","4.00","542","00:29:46","170","185","3.9","164","175","7:26","6:41","36","43","1.32","--","--","--","--","--","0.0","--","--","--","4,858","--","No","00:07:14.1","4","--","00:29:44","00:29:46","573","596"
Running,2022-10-10 06:55:06,false,"Chicago Running","5.13","707","00:40:18","161","175","4.0","161","171","7:51","6:07","56","59","1.27","--","--","--","--","--","0.0","--","--","--","6,466","--","No","00:00:59.3","6","--","00:40:03","00:40:18","565","593"
Running,2022-10-08 09:38:40,false,"Chicago Running","18.04","2,621","02:34:48","161","177","5.0","159","207","8:35","6:54","226","223","1.18","--","--","--","--","--","0.0","--","--","--","24,490","--","No","00:00:18.4","19","--","02:34:44","02:34:48","573","608"
Running,2022-10-06 08:01:11,false,"Chicago Running","3.99","549","00:30:33","170","182","3.8","161","173","7:40","6:14","39","46","1.31","--","--","--","--","--","0.0","--","--","--","4,910","--","No","00:07:31.1","4","--","00:30:33","00:30:33","566","591"
Running,2022-10-04 08:02:16,false,"Chicago Running","4.00","555","00:31:36","164","178","3.7","159","171","7:54","6:02","33","36","1.28","--","--","--","--","--","0.0","--","--","--","5,032","--","No","00:07:51.0","4","--","00:31:22","00:31:36","561","585"
Running,2022-10-01 08:50:30,false,"Chicago Running","18.51","2,776","02:40:09","171","182","5.0","158","176","8:39","6:36","174","187","1.18","--","--","--","--","--","0.0","--","--","--","25,280","--","No","00:04:34.4","19","--","02:40:04","02:40:09","558","591"
Running,2022-09-29 07:56:48,false,"Chicago Running","4.00","540","00:30:26","169","181","3.7","162","178","7:36","6:05","43","49","1.31","--","--","--","--","--","0.0","--","--","--","4,906","--","No","00:00:02.1","5","--","00:30:26","00:30:26","562","590"
Running,2022-09-26 08:45:29,false,"Chicago Running","3.98","539","00:31:13","163","173","3.5","160","171","7:50","4:12","79","72","1.28","--","--","--","--","--","0.0","--","--","--","5,014","--","No","00:07:40.6","4","--","00:31:11","00:31:13","572","597"
Running,2022-09-24 08:45:00,false,"Chicago Running","13.42","1,845","01:55:27","155","168","4.6","158","172","8:36","6:09","144","131","1.18","--","--","--","--","--","0.0","--","--","--","18,176","--","No","00:03:29.8","14","--","01:55:09","01:55:27","68","96"
Running,2022-09-22 08:42:54,false,"New York Running","6.21","878","00:49:24","172","187","4.7","161","175","7:58","7:02","285","272","1.26","--","--","--","--","--","0.0","--","--","--","7,944","--","No","00:01:34.3","7","--","00:49:24","00:49:24","34","132"
Running,2022-09-20 07:12:42,false,"New York Running","6.85","983","01:01:18","157","185","4.1","159","181","8:57","6:19","305","308","1.13","--","--","--","--","--","0.0","--","--","--","9,766","--","No","00:05:54.8","7","--","01:01:16","01:01:18","35","135"
Running,2022-09-19 08:22:42,false,"New York Running","6.19","872","00:48:20","177","188","4.9","163","181","7:49","6:07","318","279","1.27","--","--","--","--","--","0.0","--","--","--","7,838","--","No","00:01:33.8","7","--","00:48:18","00:48:20","39","136"
Indoor Rowing,2022-09-18 18:46:03,false,"Indoor Rowing","--","159","00:10:07","157","183","2.3","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","212","--","--","No","00:10:07","1","--","00:00:00","00:10:07","--","--"
Running,2022-09-17 09:24:30,false,"Wellesley Running","6.17","849","00:50:56","162","188","4.3","158","186","8:15","5:22","259","249","1.23","--","--","--","--","--","0.0","--","--","--","8,050","--","No","00:00:53.7","7","--","00:50:44","00:50:56","113","272"
