Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg GAP,Normalized Power® (NP®),Training Stress Score®,Avg Power,Max Power,Total Strokes,Steps,Min Temp,Decompression,Best Lap Time,Number of Laps,Max Temp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Hiking,2024-08-18 09:54:47,false,"County Kerry Hiking","7.53","1,343","04:01:50","111","142","1.9","60","160","32:07","14:06","1,785","1,988","0.83","--","--","--","--","--","0.0","--","--","--","17,606","--","No","04:01:50","1","--","02:57:11","04:49:08","318","1,760"
Running,2024-08-18 07:09:22,false,"County Kerry Running","3.78","457","00:31:55","155","167","3.2","157","161","8:26","7:29","82","62","1.21","8.3","10.1","288","8:27","370","0.0","367","472","--","5,006","--","No","00:06:36.2","4","--","00:31:53","00:31:55","78","114"
Cycling,2024-08-17 13:28:23,false,"County Kerry Cycling","12.26","507","01:11:13","122","165","2.0","--","--","10.3","24.1","614","699","--","--","--","--","--","--","0.0","--","--","--","--","--","No","00:12:13","3","--","01:07:22","01:11:13","112","359"
Cycling,2024-08-17 10:12:00,false,"County Kerry Cycling","18.90","908","02:01:44","125","160","2.4","--","--","9.3","28.5","1,680","1,542","--","--","--","--","--","--","0.0","--","--","--","--","--","No","00:17:46","4","--","01:48:13","02:01:44","50","888"
Hiking,2024-08-16 09:57:26,false,"County Kerry Hiking","5.64","1,178","03:40:36","107","149","1.9","39","206","39:06","14:49","909","1,096","1.14","--","--","--","--","--","0.0","--","--","--","9,646","--","No","00:00:02.5","3","--","02:04:04","03:40:36","139","965"
Running,2024-08-16 06:45:29,false,"County Kerry Running","4.07","497","00:33:59","159","170","3.4","156","163","8:21","7:00","174","171","1.23","8.3","10.2","289","8:19","386","0.0","377","575","--","5,282","--","No","00:00:33.2","5","--","00:33:56","00:34:01","25","77"
Kayaking,2024-08-15 14:07:01,false,"County Kerry Kayaking","1.54","297","00:59:57","101","159","0.4","--","--","38:52","7:54","13","10","--","--","--","--","--","--","0.0","--","--","--","--","--","No","00:59:57","1","--","00:28:29","01:19:05","1","17"
Cycling,2024-08-15 09:34:47,false,"County Kerry Cycling","21.39","925","02:20:35","120","161","2.2","--","--","9.1","25.6","1,624","1,640","--","--","--","--","--","--","0.0","--","--","--","--","--","No","00:08:58.4","5","--","02:07:43","02:20:35","18","618"
Cycling,2024-08-14 13:24:59,false,"County Kerry Cycling","17.09","774","01:22:50","138","169","2.7","--","--","12.4","27.6","906","1,280","--","--","--","--","--","--","0.0","--","--","--","--","--","No","00:10:36","4","--","01:18:07","01:29:50","17","887"
Running,2024-08-14 06:42:49,false,"County Cork Running","5.04","622","00:42:45","159","168","3.6","155","163","8:29","6:42","33","43","1.22","8.3","10.1","289","8:28","366","0.0","363","467","--","6,640","--","No","00:00:18.0","6","--","00:42:31","00:42:47","18","45"
Running,2024-08-10 09:38:42,false,"New York Running","6.17","789","00:49:48","178","188","4.5","159","228","8:04","6:49","299","285","1.25","8.1","10.1","282","8:02","394","0.0","388","494","--","7,894","--","No","00:01:23.8","7","--","00:49:47","00:49:48","39","140"
Running,2024-08-09 09:05:33,false,"Stratton Running","3.24","422","00:27:35","169","185","3.5","155","163","8:30","6:50","390","371","1.22","8.4","10.1","293","8:15","401","0.0","383","592","--","4,250","--","No","00:02:19.7","4","--","00:27:33","00:27:35","2,049","2,156"
Running,2024-08-06 17:49:14,false,"Stratton Running","3.23","408","00:27:38","162","179","3.3","155","163","8:33","7:06","387","361","1.21","8.4","10.1","294","8:19","398","0.0","380","563","--","4,242","--","No","00:02:12.5","4","--","00:27:37","00:27:38","2,045","2,154"
Running,2024-08-04 09:21:36,false,"Wellesley Running","3.82","485","00:30:47","174","191","3.8","157","165","8:04","7:13","125","115","1.27","8.1","10.3","285","8:04","387","0.0","384","506","--","4,806","--","No","00:06:51.8","4","--","00:30:46","00:30:47","125","196"
Running,2024-07-28 05:02:22,false,"City of Edinburgh Running","5.02","625","00:42:03","161","176","3.7","156","163","8:22","6:50","197","207","1.23","8.3","10.2","289","8:20","380","0.0","375","484","--","6,520","--","No","00:00:12.9","6","--","00:42:00","00:42:06","143","274"
Running,2024-07-21 09:34:05,false,"West Bay Running","3.20","393","00:25:22","168","186","3.4","158","163","7:55","5:59","3","13","1.29","8.0","10.3","282","7:57","387","0.0","386","550","--","4,000","--","No","00:01:40.6","4","--","00:25:19","00:25:22","9","21"
Running,2024-07-20 05:58:17,false,"Chicago Running","5.16","629","00:40:50","166","180","3.9","157","167","7:55","5:12","66","171","1.29","8.0","10.3","282","8:03","393","0.0","386","618","--","6,414","--","No","00:01:11.2","6","--","00:40:26","00:41:07","583","708"
Running,2024-07-18 06:37:36,false,"Chicago Running","4.54","546","00:35:33","165","178","3.7","156","167","7:50","2:45","184","187","1.31","7.9","10.3","279","7:46","414","0.0","398","1,163","--","5,562","--","No","00:04:17.3","5","--","00:35:28","00:35:33","581","667"
Running,2024-07-15 11:42:24,false,"Running","4.00","573","00:35:38","172","187","4.2","158","172","8:54","7:22","144","151","1.19","8.3","9.9","287","--","353","0.0","340","477","--","5,644","--","No","00:08:33.5","4","--","00:34:18","00:35:38","367","430"
Running,2024-07-05 19:15:05,false,"Chaoyang Running","2.71","349","00:24:19","151","166","3.0","148","161","8:59","7:40","--","23","1.20","8.4","10.0","296","8:56","348","0.0","339","455","--","3,616","--","No","00:06:14.0","3","--","00:24:02","00:24:19","135","159"
Running,2024-07-03 18:09:09,false,"Chicago Running","5.10","640","00:40:29","172","189","3.9","156","170","7:57","3:22","82","174","1.30","8.0","10.4","283","7:55","396","0.0","392","892","--","6,314","--","No","00:00:38.3","6","--","00:40:27","00:40:29","585","699"
Running,2024-07-02 07:01:01,false,"Chicago Running","6.84","819","00:54:39","161","175","3.8","158","167","8:00","5:25","171","203","1.27","8.1","10.2","281","8:02","404","0.0","397","620","--","8,638","--","No","00:06:46.8","7","--","00:54:35","00:54:39","582","660"
Running,2024-06-29 11:05:30,false,"Chicago Running","6.31","802","00:50:11","178","190","4.3","156","163","7:57","2:52","157","148","1.30","8.0","10.4","283","7:53","405","0.0","396","1,002","--","7,828","--","No","00:02:28.6","7","--","00:50:07","01:00:42","561","650"
Running,2024-06-26 06:46:58,false,"Chicago Running","4.51","543","00:35:25","163","180","3.6","158","166","7:51","5:17","112","213","1.30","8.0","10.4","281","7:52","408","0.0","401","581","--","5,578","--","No","00:03:58.7","5","--","00:35:21","00:35:25","591","708"
Running,2024-06-22 09:34:29,false,"Naples Running","4.04","510","00:32:07","174","193","3.7","157","163","7:56","7:09","13","13","1.29","8.0","10.4","283","7:58","401","0.0","396","490","--","5,022","--","No","00:00:20.5","5","--","00:31:52","00:32:07","4","18"
Running,2024-06-19 07:03:14,false,"Chicago Running","6.95","872","00:55:55","172","186","4.3","157","163","8:03","4:45","135","233","1.27","8.1","10.3","285","8:07","393","0.0","388","638","--","8,748","--","No","00:07:26.1","7","--","00:55:54","00:55:55","575","700"
Hiking,2024-06-15 11:34:27,false,"Spokane County Hiking","14.28","2,024","04:58:43","126","164","2.9","91","158","20:54","11:50","3,048","3,071","0.84","--","--","--","--","--","0.0","--","--","--","28,966","--","No","04:58:43","1","--","04:27:59","04:58:43","3,878","5,892"
Running,2024-06-14 15:44:15,false,"Chicago Running","6.95","869","00:53:37","179","193","4.7","156","165","7:43","2:36","161","187","1.33","7.9","10.5","283","7:40","454","0.0","414","1,476","--","8,340","--","No","00:06:19.2","7","--","00:53:30","00:53:37","577","673"
Running,2024-06-12 07:18:17,false,"Chicago Running","5.61","721","00:46:35","167","183","4.0","157","165","8:19","6:40","138","92","1.25","8.2","10.2","286","7:58","379","0.0","370","477","--","7,284","--","No","00:04:45.3","6","--","00:45:58","00:46:35","560","642"
Running,2024-06-10 06:02:38,false,"Sydney Running","4.25","565","00:36:43","166","177","3.6","155","167","8:38","6:06","266","253","1.22","8.3","10.0","289","8:15","383","0.0","369","583","--","5,716","--","No","00:02:21.1","5","--","00:36:39","00:36:43","45","222"
Hiking,2024-06-09 14:09:15,false,"Blue Mountains National Park Hiking","3.85","894","01:56:25","125","160","2.5","57","214","30:12","7:18","1,073","1,047","0.93","--","--","--","--","--","0.0","--","--","--","8,302","--","No","01:56:25","1","--","01:13:07","01:56:25","2,460","3,312"
Running,2024-06-07 08:47:52,false,"Chicago Running","6.84","859","00:53:59","173","187","4.5","157","163","7:53","6:05","151","266","1.30","8.0","10.4","281","7:58","407","0.0","400","567","--","8,458","--","No","00:06:43.5","7","--","00:53:39","00:53:59","578","728"
Running,2024-06-04 07:15:35,false,"Chicago Running","4.65","573","00:35:27","174","187","3.9","157","169","7:38","2:50","121","243","1.32","7.9","10.4","280","7:46","417","0.0","408","1,056","--","5,560","--","No","00:04:53.9","5","--","00:35:25","00:35:27","581","723"
Hiking,2024-05-27 09:59:57,false,"Cape Town Hiking","2.12","1,063","01:43:20","143","167","3.3","37","250","48:46","8:39","2,336","52","0.88","--","--","--","--","--","0.0","--","--","--","5,286","--","No","01:43:20","1","--","00:45:08","01:43:20","1,237","3,496"
Running,2024-05-26 16:53:55,false,"Cape Town Running","7.46","941","01:00:14","166","176","4.2","155","163","8:04","7:13","98","95","1.28","8.1","10.4","286","8:02","388","0.0","384","539","--","9,342","--","No","00:03:44.0","8","--","01:00:08","01:00:14","12","46"
Running,2024-05-23 06:57:46,false,"Chicago Running","3.77","448","00:28:51","162","175","3.3","157","165","7:39","3:59","164","157","1.33","7.9","10.5","281","7:45","425","0.0","402","774","--","4,510","--","No","00:06:08.4","4","--","00:28:19","00:28:51","590","673"
Running,2024-05-20 07:52:19,false,"Chicago Running","3.92","480","00:30:05","167","181","3.5","154","165","7:40","5:44","52","46","1.34","7.9","10.6","280","7:41","404","0.0","400","558","--","4,708","--","No","00:07:03.1","4","--","00:29:54","00:30:05","578","604"
Running,2024-05-18 09:42:15,false,"Wellesley Running","6.27","776","00:49:25","165","184","4.1","157","168","7:53","6:54","279","243","1.30","8.0","10.4","283","7:48","406","0.0","398","597","--","7,744","--","No","00:02:04.2","7","--","00:49:23","00:49:25","127","287"
Running,2024-05-16 09:15:03,false,"Chicago Running","5.67","697","00:43:24","170","182","4.0","157","163","7:39","6:36","66","62","1.33","7.9","10.5","279","7:44","407","0.0","403","550","--","6,814","--","No","00:05:13.2","6","--","00:43:02","00:43:24","574","602"
Running,2024-05-11 11:41:50,false,"Chicago Running","13.23","1,629","01:46:49","166","176","4.8","157","163","8:05","5:07","184","180","1.27","8.1","10.3","284","8:04","399","0.0","395","664","--","16,774","--","No","00:01:52.0","14","--","01:46:35","01:46:49","569","598"
Running,2024-05-09 10:44:04,false,"Chicago Running","6.22","759","00:48:51","164","175","3.9","159","167","7:52","5:30","115","112","1.29","8.0","10.3","280","7:51","408","0.0","402","601","--","7,724","--","No","00:01:40.5","7","--","00:48:47","00:48:51","566","615"
Running,2024-05-08 09:56:36,false,"Chicago Running","4.00","487","00:30:49","167","176","3.5","158","169","7:43","6:15","46","43","1.32","7.9","10.4","278","7:45","402","0.0","397","537","--","4,874","--","No","00:07:29.7","4","--","00:30:40","00:30:49","575","600"
Running,2024-05-04 10:50:15,false,"Chicago Running","18.50","2,244","02:33:40","166","176","5.0","157","165","8:18","6:43","154","144","1.23","8.2","10.2","286","8:19","376","0.0","374","529","--","24,050","--","No","00:04:12.6","19","--","02:33:00","02:33:40","575","604"
Running,2024-05-01 09:54:55,false,"Chicago Running","5.67","692","00:44:11","166","178","3.9","157","162","7:48","5:30","131","79","1.31","8.0","10.4","281","7:49","399","0.0","395","583","--","6,948","--","No","00:05:14.1","6","--","00:43:59","00:44:11","534","602"
Running,2024-04-29 09:57:53,false,"Chicago Running","5.67","696","00:43:51","169","178","4.0","158","167","7:44","6:22","79","75","1.32","7.9","10.4","280","7:46","403","0.0","399","539","--","6,898","--","No","00:05:14.0","6","--","00:43:40","00:43:51","570","604"
Running,2024-04-27 11:43:28,false,"Chicago Running","10.00","1,272","01:21:01","174","182","4.9","154","163","8:06","3:09","259","269","1.27","8.1","10.3","285","8:06","387","0.0","383","1,008","--","12,636","--","No","00:00:02.0","11","--","01:20:41","01:31:47","567","606"
Running,2024-04-23 09:13:20,false,"Chicago Running","5.68","682","00:44:16","161","172","3.8","157","163","7:48","6:14","108","105","1.31","8.0","10.5","281","7:47","412","0.0","408","599","--","6,952","--","No","00:05:17.7","6","--","00:44:14","00:44:16","580","608"
Running,2024-04-20 10:57:05,false,"Chicago Running","18.49","2,185","02:32:00","163","172","5.0","157","163","8:13","5:09","210","203","1.25","8.2","10.2","287","8:14","389","0.0","385","644","--","23,752","--","No","00:04:05.2","19","--","02:31:50","02:32:00","570","606"
Running,2024-04-18 10:18:32,false,"Chicago Running","3.95","467","00:29:57","162","171","3.4","158","165","7:35","6:06","46","56","1.34","7.8","10.5","277","7:39","411","0.0","407","538","--","4,728","--","No","00:07:20.4","4","--","00:29:45","00:29:57","585","610"
Running,2024-04-16 09:23:08,false,"Chicago Running","5.74","699","00:44:17","168","180","4.0","157","165","7:43","4:36","79","72","1.33","7.9","10.5","281","7:43","405","0.0","403","556","--","6,946","--","No","00:05:45.5","6","--","00:44:15","00:44:17","577","607"
Running,2024-04-13 10:58:31,false,"Chicago Running","13.25","1,616","01:45:46","168","175","5.0","157","163","7:59","6:18","141","131","1.28","8.1","10.4","284","8:00","389","0.0","387","540","--","16,568","--","No","00:01:55.6","14","--","01:45:43","01:45:46","578","604"
Running,2024-04-12 10:08:12,false,"Chicago Running","3.93","476","00:29:58","169","179","3.6","157","163","7:37","5:22","131","121","1.34","7.9","10.6","279","7:38","426","0.0","419","638","--","4,690","--","No","00:07:20.0","4","--","00:29:45","00:29:58","577","616"
Running,2024-04-09 08:20:03,false,"Chicago Running","3.97","474","00:30:01","167","178","3.5","158","163","7:33","5:39","52","49","1.35","7.8","10.6","278","7:34","421","0.0","417","621","--","4,718","--","No","00:07:21.4","4","--","00:29:59","00:30:01","579","606"
Running,2024-04-06 10:56:27,false,"Chicago Running","18.43","2,268","02:27:58","171","180","5.0","157","165","8:02","6:06","187","174","1.27","8.1","10.3","284","8:02","393","0.0","390","558","--","23,202","--","No","00:03:34.2","19","--","02:27:54","02:27:58","573","606"
Running,2024-04-04 10:44:16,false,"Chicago Running","3.92","473","00:29:38","170","180","3.6","158","165","7:33","6:13","66","62","1.34","7.8","10.5","277","7:36","424","0.0","418","589","--","4,676","--","No","00:07:02.7","4","--","00:29:34","00:29:38","582","610"
Running,2024-03-30 11:01:38,false,"Chicago Running","12.02","1,455","01:32:44","170","182","5.0","158","163","7:43","6:52","138","121","1.32","7.9","10.5","280","7:44","402","0.0","400","548","--","14,576","--","No","00:00:09.4","13","--","01:32:41","01:32:44","568","602"
Running,2024-03-28 10:28:36,false,"Chicago Running","6.02","731","00:45:51","170","179","4.2","159","163","7:37","5:36","95","92","1.34","7.8","10.5","277","7:36","413","0.0","409","598","--","7,244","--","No","00:00:11.4","7","--","00:45:37","00:45:51","573","617"
Running,2024-03-27 09:56:31,false,"Chicago Running","3.92","472","00:29:52","167","181","3.6","158","167","7:37","3:06","75","66","1.35","7.8","10.5","277","7:33","426","0.0","422","981","--","4,712","--","No","00:06:57.1","4","--","00:29:49","00:29:52","577","604"
Running,2024-03-25 09:51:57,false,"Chicago Running","5.64","717","00:44:24","176","184","4.4","157","163","7:52","5:36","98","89","1.30","8.0","10.4","282","7:51","397","0.0","395","582","--","6,970","--","No","00:05:02.8","6","--","00:44:19","00:44:24","566","604"
Running,2024-03-23 10:59:55,false,"Chicago Running","12.00","1,468","01:37:22","165","172","4.8","157","163","8:07","6:22","200","187","1.26","8.2","10.3","286","8:07","385","0.0","383","531","--","15,206","--","No","00:07:32.8","12","--","01:37:19","01:37:22","572","608"
Running,2024-03-17 08:08:30,false,"Seoul Marathon","26.35","3,257","03:57:32","166","178","5.0","150","170","9:01","6:21","322","390","1.16","8.2","9.6","291","9:02","351","0.0","330","530","--","36,312","--","No","00:04:46.6","27","--","03:57:24","03:57:32","35","156"
Running,2024-03-13 07:46:04,false,"New York Running","6.19","744","00:46:11","169","184","4.3","159","165","7:27","6:31","299","289","1.36","7.8","10.5","274","7:26","430","0.0","421","536","--","7,338","--","No","00:01:23.5","7","--","00:45:56","00:46:11","38","139"
Running,2024-03-11 09:09:45,false,"New York Running","6.18","752","00:47:49","166","178","4.1","159","165","7:44","7:06","381","377","1.31","7.9","10.3","277","7:43","421","0.0","411","669","--","7,614","--","No","00:01:26.5","7","--","00:47:33","00:47:59","34","142"
Running,2024-03-10 08:27:39,false,"Wellesley Running","6.19","789","00:49:45","169","188","4.3","156","169","8:02","6:53","259","243","1.28","8.1","10.4","286","7:55","409","0.0","401","587","--","7,718","--","No","00:01:31.7","7","--","00:49:43","00:49:45","125","293"
Running,2024-03-06 10:56:54,false,"Chicago Running","5.92","714","00:45:31","167","177","4.0","157","165","7:42","5:40","112","98","1.31","8.0","10.4","281","7:53","410","0.0","403","661","--","7,170","--","No","00:06:55.9","6","--","00:44:59","00:45:31","573","612"
Running,2024-03-02 11:35:25,false,"Chicago Running","13.27","1,637","01:45:49","169","178","5.0","157","165","7:58","6:18","157","154","1.28","8.1","10.4","284","7:59","390","0.0","388","546","--","16,600","--","No","00:02:11.4","14","--","01:45:30","01:45:49","574","608"
Running,2024-02-26 09:43:36,false,"Chicago Running","3.95","490","00:30:26","172","182","3.7","156","165","7:42","5:32","56","39","1.32","7.9","10.5","280","7:45","404","0.0","400","561","--","4,760","--","No","00:07:21.5","4","--","00:30:17","00:30:26","579","606"
Running,2024-02-24 10:27:03,false,"Chicago Running","18.34","2,259","02:30:31","167","175","5.0","157","167","8:12","5:38","180","167","1.25","8.2","10.2","287","8:12","387","0.0","384","611","--","23,488","--","No","00:02:45.7","19","--","02:30:28","02:30:31","570","612"
Running,2024-02-21 09:56:55,false,"Chicago Running","4.17","532","00:32:39","176","185","3.7","156","163","7:50","5:21","89","75","1.32","8.0","10.5","283","7:47","410","0.0","407","611","--","5,070","--","No","00:01:15.3","5","--","00:32:38","00:32:39","584","614"
Running,2024-02-19 09:48:49,false,"Chicago Running","5.71","744","00:45:29","180","187","4.4","156","167","7:58","6:25","66","62","1.29","8.1","10.4","285","8:00","391","0.0","388","544","--","7,078","--","No","00:05:47.5","6","--","00:45:21","00:45:29","577","602"
Running,2024-02-17 11:02:48,false,"Chicago Running","13.25","1,683","01:46:48","173","200","5.0","157","165","8:04","6:12","187","180","1.27","8.1","10.3","285","8:04","397","0.0","394","591","--","16,672","--","No","00:02:08.3","14","--","01:46:27","01:46:48","576","612"
Running,2024-02-13 07:27:01,false,"Chicago Running","3.93","474","00:30:02","165","182","3.6","159","165","7:38","6:20","59","52","1.33","7.8","10.5","277","7:38","416","0.0","411","579","--","4,744","--","No","00:07:14.4","4","--","00:29:58","00:30:02","577","605"
Running,2024-02-10 10:59:51,false,"Chicago Running","18.45","2,269","02:34:21","165","180","5.0","157","163","8:22","5:38","151","144","1.22","8.3","10.1","287","8:23","380","0.0","377","579","--","24,226","--","No","00:03:47.3","19","--","02:34:05","02:34:21","573","606"
Running,2024-02-08 08:07:34,false,"Chicago Running","4.02","493","00:30:57","169","180","3.6","158","169","7:42","5:56","98","82","1.32","7.9","10.4","279","7:43","405","0.0","402","582","--","4,876","--","No","00:00:11.5","5","--","00:30:52","00:30:57","581","614"
Running,2024-02-05 09:49:38,false,"Chicago Running","5.63","709","00:43:53","174","187","4.2","159","165","7:48","5:16","59","52","1.30","7.9","10.3","278","7:47","401","0.0","398","604","--","6,964","--","No","00:04:51.4","6","--","00:43:51","00:43:53","581","605"
Running,2024-02-03 11:42:09,false,"Chicago Running","13.24","1,643","01:46:14","169","182","5.0","158","166","8:01","6:50","131","118","1.27","8.1","10.2","282","8:02","393","0.0","391","514","--","16,812","--","No","00:01:57.4","14","--","01:45:58","01:46:14","577","612"
Running,2024-01-29 10:04:41,false,"Chicago Running","3.94","493","00:30:47","172","184","3.6","159","165","7:49","6:58","52","36","1.29","7.9","10.2","277","7:51","404","0.0","398","537","--","4,912","--","No","00:07:25.3","4","--","00:30:33","00:30:47","583","609"
Running,2024-01-27 10:58:37,false,"Chicago Running","18.35","2,253","02:30:33","168","182","5.0","157","163","8:12","6:55","187","177","1.25","8.2","10.2","286","8:13","382","0.0","380","557","--","23,602","--","No","00:02:56.5","19","--","02:30:28","02:30:33","581","614"
Running,2024-01-25 07:47:29,false,"Chicago Running","5.66","700","00:44:29","166","186","4.1","158","165","7:51","5:30","66","49","1.30","7.9","10.3","279","7:50","400","0.0","395","598","--","7,008","--","No","00:05:04.6","6","--","00:44:06","00:44:29","584","606"
Running,2024-01-22 10:09:41,false,"Chicago Running","3.97","509","00:31:24","175","188","3.8","159","167","7:55","6:47","92","79","1.27","8.0","10.2","281","7:57","404","0.0","399","557","--","4,976","--","No","00:07:45.3","4","--","00:31:23","00:31:24","578","608"
Running,2024-01-20 12:15:22,false,"Chicago Running","3.98","508","00:31:13","175","185","3.8","158","167","7:51","6:07","69","62","1.30","8.0","10.4","280","7:51","400","0.0","394","542","--","4,926","--","No","00:07:41.9","4","--","00:30:56","00:31:13","579","611"
Running,2024-01-18 07:53:28,false,"Chicago Running","5.68","733","00:46:05","171","190","4.2","159","167","8:07","6:16","75","62","1.25","8.1","10.2","282","8:06","384","0.0","382","526","--","7,292","--","No","00:05:34.9","6","--","00:46:04","00:46:05","578","607"
Running,2024-01-13 11:01:38,false,"Chicago Running","18.26","2,305","02:31:11","165","184","5.0","158","167","8:17","5:41","469","482","1.23","8.2","10.1","284","8:16","376","0.0","373","563","--","23,904","--","No","00:02:10.2","19","--","02:31:08","02:31:11","568","612"
Running,2024-01-11 08:12:52,false,"Chicago Running","4.00","512","00:31:35","173","184","3.8","157","167","7:54","5:42","75","79","1.30","7.9","10.3","276","7:51","398","0.0","391","589","--","4,962","--","No","00:07:37.3","4","--","00:31:13","00:31:35","575","605"
Running,2024-01-08 09:51:00,false,"Chicago Running","5.70","724","00:45:35","172","182","4.1","159","167","8:00","6:16","102","92","1.26","8.1","10.2","281","8:01","389","0.0","386","535","--","7,220","--","No","00:05:36.6","6","--","00:45:34","00:45:35","565","604"
Running,2024-01-06 10:37:40,false,"Chicago Running","14.67","1,837","02:00:32","168","178","5.0","158","165","8:13","5:11","151","151","1.24","8.2","10.2","285","8:13","385","0.0","383","609","--","18,964","--","No","00:05:38.1","15","--","02:00:26","02:00:32","577","610"
Running,2024-01-04 08:13:02,false,"Chicago Running","3.99","504","00:31:37","170","181","3.6","159","168","7:55","5:32","49","49","1.28","8.0","10.2","279","7:57","391","0.0","386","580","--","5,030","--","No","00:07:47.6","4","--","00:31:20","00:31:37","575","604"
Running,2024-01-02 09:18:42,false,"Naples Running","6.88","880","01:03:10","153","167","3.4","156","163","9:11","8:10","20","16","1.12","8.7","9.7","297","9:11","333","0.0","333","404","--","9,780","--","No","00:08:13.5","7","--","01:03:07","01:03:10","2","22"
Running,2024-01-01 08:19:30,false,"Naples Running","6.84","866","01:02:47","152","167","3.4","157","163","9:11","8:17","16","13","1.12","8.6","9.7","295","9:11","333","0.0","332","373","--","9,824","--","No","00:07:40.8","7","--","01:02:44","01:02:47","4","22"
Running,2023-12-31 09:42:23,false,"Naples Running","6.88","875","01:05:07","150","168","3.3","156","162","9:27","7:41","49","46","1.09","8.8","9.6","300","9:28","325","0.0","324","447","--","10,078","--","No","00:08:28.2","7","--","01:05:06","01:05:07","5","22"
Running,2023-12-30 10:34:44,false,"Naples Running","8.82","1,157","01:23:13","157","179","3.8","154","167","9:26","7:44","75","75","1.11","8.8","9.8","304","9:27","334","0.0","332","458","--","12,694","--","No","00:07:41.4","9","--","01:23:10","01:23:13","4","36"
Running,2023-12-28 09:29:31,false,"New York Running","6.19","774","00:48:51","169","179","4.2","158","163","7:53","7:11","328","318","1.29","8.0","10.3","281","7:51","418","0.0","410","541","--","7,720","--","No","00:01:29.2","7","--","00:48:45","00:48:51","34","135"
Resort Skiing,2023-12-26 10:56:08,false,"Stratton Resort Skiing","16.95","1,243","03:53:18","101","146","0.6","--","--","6.8","43.2","--","15,755","--","--","--","--","--","--","0.0","--","--","--","--","--","No","00:03:22.1","14","--","02:50:56","04:23:36","2,003","3,897"
Resort Skiing,2023-12-25 14:11:23,false,"Stratton Resort Skiing","6.56","276","01:03:24","90","132","0.5","--","--","12.7","41.1","--","7,090","--","--","--","--","--","--","0.0","--","--","--","--","--","No","00:04:36","5","--","00:58:54","01:03:24","2,121","3,882"
Resort Skiing,2023-12-25 12:44:16,false,"Stratton Resort Skiing","5.16","336","00:55:33","103","176","0.7","--","--","10.4","34.7","--","5,302","--","--","--","--","--","--","0.0","--","--","--","--","--","No","00:04:50.4","4","--","00:49:22","00:55:33","2,169","3,885"
Resort Skiing,2023-12-24 10:45:06,false,"Warren Resort Skiing","10.70","629","02:06:08","97","136","0.4","--","--","8.8","36.9","--","10,098","--","--","--","--","--","--","0.0","--","--","--","--","--","No","00:03:02","8","--","01:40:05","02:06:08","1,586","3,927"
Resort Skiing,2023-12-23 11:04:35,false,"Warren Resort Skiing","19.55","970","03:46:56","91","139","0.4","--","--","8.3","43.6","--","15,407","--","--","--","--","--","--","0.0","--","--","--","--","--","No","00:00:40","14","--","03:07:20","04:13:14","843","3,932"
Resort Skiing,2023-12-22 13:50:22,false,"Warren Resort Skiing","3.37","112","00:16:35","110","137","0.6","--","--","12.7","32.5","--","3,159","--","--","--","--","--","--","0.0","--","--","--","--","--","No","00:00:33.2","4","--","00:15:56","00:58:19","1,535","2,442"
Running,2023-12-20 08:24:18,false,"New York Running","6.84","862","01:04:15","151","178","3.3","158","169","9:23","7:14","318","318","1.08","8.8","9.5","295","9:22","346","0.0","337","481","--","10,136","--","No","00:06:29.9","7","--","01:04:01","01:04:15","33","136"
Running,2023-12-17 09:38:22,false,"New York Running","15.00","1,876","02:06:06","165","178","5.0","159","172","8:24","4:23","397","371","1.20","8.3","9.9","286","8:26","378","0.0","372","635","--","19,998","--","No","00:00:01.8","16","--","02:05:46","02:06:06","6","146"
Running,2023-12-15 08:23:19,false,"New York Running","7.44","939","01:04:59","156","181","3.8","159","172","8:44","7:30","361","361","1.16","8.4","9.7","287","8:42","381","0.0","369","538","--","10,332","--","No","00:03:25.1","8","--","01:04:43","01:04:59","40","144"
Running,2023-12-14 08:38:45,false,"New York Running","6.84","860","01:02:21","152","175","3.4","158","171","9:06","6:19","331","331","1.12","8.6","9.6","292","9:04","356","0.0","347","490","--","9,828","--","No","00:06:30.9","7","--","01:02:19","01:02:21","37","142"
Running,2023-12-13 08:31:04,false,"New York Running","6.84","863","01:02:09","153","174","3.4","158","168","9:05","4:22","315","318","1.12","8.6","9.7","293","9:02","352","0.0","345","477","--","9,782","--","No","00:06:37.2","7","--","01:02:07","01:02:09","32","136"
Running,2023-12-12 08:25:22,false,"New York Running","6.85","886","01:03:51","158","180","3.5","155","167","9:19","4:15","318","322","1.11","8.8","9.7","299","9:16","351","0.0","342","655","--","9,858","--","No","00:06:39.7","7","--","01:03:47","01:03:51","31","135"
Running,2023-12-10 08:51:38,false,"New York Running","6.86","882","01:04:23","152","177","3.4","155","172","9:23","6:42","322","312","1.10","8.8","9.7","300","9:22","346","0.0","337","475","--","9,924","--","No","00:06:39.3","7","--","01:04:07","01:04:23","35","139"
Running,2023-12-09 11:58:15,false,"New York Running","12.33","1,570","01:41:04","169","184","5.0","157","167","8:12","6:02","157","177","1.26","8.2","10.3","286","8:10","392","0.0","388","600","--","15,804","--","No","00:02:49.3","13","--","01:40:57","01:41:04","--","106"
